,Raw Tweet,Text Extraction,Hashtag Extraction,Reference Extraction,URL Extraction,Tweet Location,Tweet Time
180,RT @RobotNickk: The price of a nuclear deal with #Iran will be paid in the blood and suffering of the people of #Syria. || #Obama @BarackOb,  the price of a nuclear deal with iran will be paid in the blood and suffering of the people of syria  obama ,"[#Iran, #Syria, #Obama]","[@RobotNickk, @BarackOb]",[],,Sat Jul 11 10:33:03 +0000 2015
181,RT @BarackObama: LIVE: President Obama is speaking on today's historical decision on marriage equality. http://t.co/BlWUaqluOD #LoveWins,  live president obama is speaking on todays historical decision on marriage equality  lovewins,[#LoveWins],[@BarackObama],[http://t.co/BlWUaqluOD],France,Sat Jul 11 10:32:37 +0000 2015
182,"Hi @BarackObama as U.S believes in Free Speech, now that @ukhomeoffice is banning @WhatsApp &amp; @facebook messenger we need your help.",hi  as us believes in free speech now that  is banning  and  messenger we need your help,[],"[@BarackObama, @ukhomeoffice, @WhatsApp, @facebook]",[],Hurst Springs,Sat Jul 11 10:32:26 +0000 2015
183,"@marcmaron Relistening to the @BarackObama podcast episode for the fifth time, #inspiring @marcmaron when you getting him on again? :)", relistening to the  podcast episode for the fifth time inspiring  when you getting him on again ,[#inspiring],"[@marcmaron, @BarackObama, @marcmaron]",[],Dighton,Sat Jul 11 10:32:23 +0000 2015
184,@BarackObama  Follow me king,  follow me king,[],[@BarackObama],[],Aitkin,Sat Jul 11 10:32:22 +0000 2015
185,@barackobama sir plz save me. Pakistani's enharrace me. im 28 years old and the're threatening me from past 8 years., sir plz save me pakistanis enharrace me im 28 years old and there threatening me from past 8 years,[],[@barackobama],[],Young Ward,Sat Jul 11 10:32:22 +0000 2015
186,"@BarackObama This live once. attend meetings
optimal farm."," this live once attend meetings
optimal farm",[],[@BarackObama],[],Birdville,Sat Jul 11 10:32:22 +0000 2015
187,WHY IS GAS SO EXPENSIVE???? @BarackObama,why is gas so expensive ,[],[@BarackObama],[],Strawberry,Sat Jul 11 10:32:21 +0000 2015
188,"RT @Amaka_Ekwo: @BarackObama 
Biafra forbids jihadist terrorism.
Biafrans worship CHUKWU OKIKE ABIAMA.
#FreeBiafra from Nigeria http://t.co","   
biafra forbids jihadist terrorism
biafrans worship chukwu okike abiama
freebiafra from nigeria ",[#FreeBiafra],"[@Amaka_Ekwo, @BarackObama]",[http://t.co],Ulysses,Sat Jul 11 10:32:21 +0000 2015
189,"3,000 Americans die from foodborne illnesses each year. Ask @BarackObama to keep his #FoodSafety promise: http://t.co/rA62fh2pl1",3000 americans die from foodborne illnesses each year ask  to keep his foodsafety promise ,[#FoodSafety],[@BarackObama],[http://t.co/rA62fh2pl1],Stanaford,Sat Jul 11 10:32:20 +0000 2015
190,@BarackObama The linguistic encoding of the key phrase inherent to the case is an interesting tool to consider the ongoing and future events, the linguistic encoding of the key phrase inherent to the case is an interesting tool to consider the ongoing and future events,[],[@BarackObama],[],Mechanic Fls,Sat Jul 11 10:32:20 +0000 2015
191,"@BarackObama sir i'm from Pakistan and these people r trying to kill me in the name of Prophet Muhammed (PBUH), plz save me +923332179853", sir im from pakistan and these people r trying to kill me in the name of prophet muhammed pbuh plz save me 923332179853,[],[@BarackObama],[],Stonefort,Sat Jul 11 10:32:19 +0000 2015
192,"RT @BrafraExodus: #Biafra We want to be free,@BarackObama @amnesty   people of good will all over the world, is it a Crime?",  biafra we want to be free    people of good will all over the world is it a crime,[#Biafra],"[@BrafraExodus, @BarackObama, @amnesty]",[],Peasleeville,Sat Jul 11 10:32:19 +0000 2015
193,#immigration @BarackObama has broken America's back &amp; let us drown in a rising pool of water. #WakeUpAmerica http://t.co/7kv4JRSgFF,immigration  has broken americas back and let us drown in a rising pool of water wakeupamerica ,"[#immigration, #WakeUpAmerica]",[@BarackObama],[http://t.co/7kv4JRSgFF],Villa Serena,Sat Jul 11 10:32:19 +0000 2015
194,@BarackObama The danger is presented within the last words of the phrase, the danger is presented within the last words of the phrase,[],[@BarackObama],[],Los Saenz,Sat Jul 11 10:32:18 +0000 2015
195,"RT @jim3love: @David_Cameron ,@BarackObama This unholy marriage put together by British
must end. #Biafra is my nation , the zoo (Nigeria) ","    this unholy marriage put together by british
must end biafra is my nation  the zoo nigeria ",[#Biafra],"[@jim3love, @David_Cameron, @BarackObama]",[],Hopatcong,Sat Jul 11 10:32:18 +0000 2015
196,@BarackObama Pay attention to the linguistic encoding of the circumstances of the event as a prediction of the developments in Pakistan, pay attention to the linguistic encoding of the circumstances of the event as a prediction of the developments in pakistan,[],[@BarackObama],[],Naples,Sat Jul 11 10:32:16 +0000 2015
197,world must be united to stop @David_Cameron @BarackObama s war crimes .Together we can stop those two men including @tonyblairoffice,world must be united to stop   s war crimes together we can stop those two men including ,[],"[@David_Cameron, @BarackObama, @tonyblairoffice]",[],Foster,Sat Jul 11 10:32:14 +0000 2015
198,"@BarackObama was quick to use SC murders for his political purposes, but the FBI's background check was the problem! http://t.co/q3UgyXT3HR", was quick to use sc murders for his political purposes but the fbis background check was the problem ,[],[@BarackObama],[http://t.co/q3UgyXT3HR],Domžale,Sat Jul 11 10:32:13 +0000 2015
199,@thedailybeast @BarackObama NO. HE's not.,  no hes not,[],"[@thedailybeast, @BarackObama]",[],Haskells,Sat Jul 11 10:32:13 +0000 2015
200,"RT @GovernorPerry: Last summer I told @BarackObama ""if the fed government won't secure the border, Texas will!"" http://t.co/rnbwAvYQZc http",  last summer i told  if the fed government wont secure the border texas will  http,[],"[@GovernorPerry, @BarackObama]",[http://t.co/rnbwAvYQZc],,Sat Jul 11 10:32:11 +0000 2015
201,"For the 3 days @BarackObama will be in Kenya, he will sleep at undisclosed locations....just like very many kenyan men @POTUS #KOT",for the 3 days  will be in kenya he will sleep at undisclosed locationsjust like very many kenyan men  kot,[#KOT],"[@BarackObama, @POTUS]",[],Montross,Sat Jul 11 10:32:08 +0000 2015
202,@BarackObama explain, explain,[],[@BarackObama],[],Pickerel,Sat Jul 11 10:32:07 +0000 2015
203,"@BarackObama 
 Hillary/Biden 16'"," 
 hillarybiden 16",[],[@BarackObama],[],Luzerne,Sat Jul 11 10:32:07 +0000 2015
204,@ChuckyKype The lax gun laws that @BarackObama is unable to enforce? It's called incompetence. @NRA @JohnFugelsang, the lax gun laws that  is unable to enforce its called incompetence  ,[],"[@ChuckyKype, @BarackObama, @NRA, @JohnFugelsang]",[],,Sat Jul 11 10:32:06 +0000 2015
205,Link http://t.co/DgGvmccz0C by @BarackObama is the most popular tweet in my news feed today.,link  by  is the most popular tweet in my news feed today,[],[@BarackObama],[http://t.co/DgGvmccz0C],Thompsonville,Sat Jul 11 10:32:03 +0000 2015
206,RT @NCRIUS: Iran Oppositions View in New York Times by Soona Samsami http://t.co/7bdjrSokcw @BarackObama @JohnKerry @VP @SenJohnMcCain @Se,  iran oppositions view in new york times by soona samsami      ,[],"[@NCRIUS, @BarackObama, @JohnKerry, @VP, @SenJohnMcCain, @Se]",[http://t.co/7bdjrSokcw],Maybell,Sat Jul 11 10:32:02 +0000 2015
207,@prinsusjojo @BarackObama close enough,  close enough,[],"[@prinsusjojo, @BarackObama]",[],Hulett,Sat Jul 11 10:32:00 +0000 2015
208,"@BarackObama The operation of Bentham Science Publishers should be immediately suspended, its further processing should be totally rethought", the operation of bentham science publishers should be immediately suspended its further processing should be totally rethought,[],[@BarackObama],[],Augusta,Sat Jul 11 10:31:58 +0000 2015
209,"RT @BarackObama: Everyone deserves the same benefits, no matter who they love. http://t.co/YT3vSPDXTk #LoveIsLove",  everyone deserves the same benefits no matter who they love  loveislove,[#LoveIsLove],[@BarackObama],[http://t.co/YT3vSPDXTk],Belding,Sat Jul 11 10:31:58 +0000 2015
210,".@BarackObama @wearenotnumbers 1 Year Later: Nr 5, Here We Are by Hossam Madhoun http://t.co/UoJbqtz6z5 4 Project: http://t.co/VVVtlq3Ph5",  1 year later nr 5 here we are by hossam madhoun  4 project ,[],"[@BarackObama, @wearenotnumbers]","[http://t.co/UoJbqtz6z5, http://t.co/VVVtlq3Ph5]",Colorado Springs,Sat Jul 11 10:31:56 +0000 2015
211,"RT @ChuksLazarus1: @BarackObama The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment ",   the 2nd genocide against biafrans as promised by buhari has begun3days of unreported aerial bombardment ,"[#Biafrans, #Buhari]","[@ChuksLazarus1, @BarackObama]",[],Five Points,Sat Jul 11 10:31:55 +0000 2015
212,"@BarackObama Obviously, Bentham Science Publishers is the Foreign Terrorist Organization", obviously bentham science publishers is the foreign terrorist organization,[],[@BarackObama],[],,Sat Jul 11 10:31:48 +0000 2015
213,@BarackObama please follow this account!tkmc3 q, please follow this accounttkmc3 q,[],[@BarackObama],[],Bda Nueva,Sat Jul 11 10:31:48 +0000 2015
214,@AG2Pearl @BarackObama @billclinton @HillaryClinton @FoxNews @msnbc no wmd's,      no wmds,[],"[@AG2Pearl, @BarackObama, @billclinton, @HillaryClinton, @FoxNews, @msnbc]",[],Coatesville,Sat Jul 11 10:31:42 +0000 2015
215,"@potus @WhiteHouse @BarackObama @poroshenko @Pavlenko_OM @GeoffPyatt @PennyPritzker Stop wars, very expensive. http://t.co/vkWeJFZs8o",       stop wars very expensive ,[],"[@potus, @WhiteHouse, @BarackObama, @poroshenko, @Pavlenko_OM, @GeoffPyatt, @PennyPritzker]",[http://t.co/vkWeJFZs8o],Cairo,Sat Jul 11 10:31:40 +0000 2015
216,Even @BarackObama thinks Jon Snow is dead,even  thinks jon snow is dead,[],[@BarackObama],[],Atlanta,Sat Jul 11 10:31:39 +0000 2015
217,.@BarackObama wanted to know a big #GameofThrones spoiler. He didn't like the answer #ComicCon http://t.co/8zAAFoTQql http://t.co/62guyEi5oU, wanted to know a big gameofthrones spoiler he didnt like the answer comiccon  ,"[#GameofThrones, #ComicCon]",[@BarackObama],"[http://t.co/8zAAFoTQql, http://t.co/62guyEi5oU]",Clairemore,Sat Jul 11 10:31:37 +0000 2015
218,RT @LAWNWADE: @BarackObama how can circumcised and uncircumcised be in one country. Please we want our freedom or we might do order wise,   how can circumcised and uncircumcised be in one country please we want our freedom or we might do order wise,[],"[@LAWNWADE, @BarackObama]",[],Laneport,Sat Jul 11 10:31:37 +0000 2015
219,RT @sandukankanack: #israel murder #Palestinians everydaY. And @BarackObama have no idea #israel is doing it with USA moneY http://t.co/9AY,  israel murder palestinians everyday and  have no idea israel is doing it with usa money ,"[#israel, #Palestinians, #israel]","[@sandukankanack, @BarackObama]",[http://t.co/9AY],Hartford,Sat Jul 11 10:31:37 +0000 2015
220,The Supreme Court's ruling on the Affordable Care Act could go a long way in shaping the legacy of @BarackObama http://t.co/zEv1xqA7eX,the supreme courts ruling on the affordable care act could go a long way in shaping the legacy of  ,[],[@BarackObama],[http://t.co/zEv1xqA7eX],Urb Mirador De Borinquen Gdn,Sat Jul 11 10:31:37 +0000 2015
221,RT @Amaka_Ekwo: @BarackObama Freedom fighting is not a crime. Free Pro-Biafran activists; #BenOnwuka &amp; group. http://t.co/A4cM9tJp4B,   freedom fighting is not a crime free probiafran activists benonwuka and group ,[#BenOnwuka],"[@Amaka_Ekwo, @BarackObama]",[http://t.co/A4cM9tJp4B],Moon,Sat Jul 11 10:31:37 +0000 2015
222,@BarackObama Respected Patron: Please consider the ongoing events in Russia (in Perm'), respected patron please consider the ongoing events in russia in perm,[],[@BarackObama],[],New Rochelle,Sat Jul 11 10:31:36 +0000 2015
223,@BarackObama I am a Kenyan one who is not on your list of to meet. I would like the opportunity  to meet you and chat. #mydreamsarevalid, i am a kenyan one who is not on your list of to meet i would like the opportunity  to meet you and chat mydreamsarevalid,[#mydreamsarevalid],[@BarackObama],[],Brtlsville,Sat Jul 11 10:31:30 +0000 2015
224,"'Game of Thrones' director: What I told Obama about Jon Snow http://t.co/Ru4AmUavlo

@BarackObama is a Fan of #GameofThrones  ... Wow.","game of thrones director what i told obama about jon snow 

 is a fan of gameofthrones   wow",[#GameofThrones],[@BarackObama],[http://t.co/Ru4AmUavlo],Las Vegas,Sat Jul 11 10:31:30 +0000 2015
225,It's serious.  @POTUS @BarackObama http://t.co/q0Qup6PXTe,its serious    ,[],"[@POTUS, @BarackObama]",[http://t.co/q0Qup6PXTe],Roanoke,Sat Jul 11 10:31:30 +0000 2015
226,"@BarackObama wrong,wrong,this is right:15204040282", wrongwrongthis is right15204040282,[],[@BarackObama],[],Hamilton Township,Sat Jul 11 10:31:29 +0000 2015
227,"@BarackObama with all due respect, could you at least rise above politics and agenda just once to denounce the death of the sf woman?", with all due respect could you at least rise above politics and agenda just once to denounce the death of the sf woman,[],[@BarackObama],[],,Sat Jul 11 10:31:27 +0000 2015
228,RT @Godndguns: C'mon Hussein @BarackObama ur actions say these words VERBATIM....y not speak them directly into the camera? http://t.co/HFR,  cmon hussein  ur actions say these words verbatimy not speak them directly into the camera ,[],"[@Godndguns, @BarackObama]",[http://t.co/HFR],South Willington,Sat Jul 11 10:31:27 +0000 2015
229,@BarackObama 15202020282 is sending goods., 15202020282 is sending goods,[],[@BarackObama],[],,Sat Jul 11 10:31:27 +0000 2015
230,@BarackObama  Mr president am medical student from Kenya  am longing to be in USA around you award me academic scholarship +254706485887,  mr president am medical student from kenya  am longing to be in usa around you award me academic scholarship 254706485887,[],[@BarackObama],[],Pittsburgh,Sat Jul 11 10:31:27 +0000 2015
231,@POTUS queremos a #oscarlopez devuelta a PR @BarackObama 34 years is enough #freeoscarlopez @Whitehouse it's time! #freeoscarlopeznow, queremos a oscarlopez devuelta a pr  34 years is enough freeoscarlopez  its time freeoscarlopeznow,"[#oscarlopez, #freeoscarlopez, #freeoscarlopeznow]","[@POTUS, @BarackObama, @Whitehouse]",[],Olympia Heights,Sat Jul 11 10:31:26 +0000 2015
232,RT @BarackObama: Expanding overtime protections will improve the lives of middle-class families. Read more: http://t.co/wrzwXklnSk #FixOver,  expanding overtime protections will improve the lives of middleclass families read more  fixover,[#FixOver],[@BarackObama],[http://t.co/wrzwXklnSk],Tilton,Sat Jul 11 10:31:23 +0000 2015
233,#equality #democracy #Vote for #Obama @BarackObama #Poutine @PutinRF #Taubira @ChTaubira #Narendra #Modi @narendramodi Xi #Jinping #Democrat,equality democracy vote for obama  poutine  taubira  narendra modi  xi jinping democrat,"[#equality, #democracy, #Vote, #Obama, #Poutine, #Taubira, #Narendra, #Modi, #Jinping, #Democrat]","[@BarackObama, @PutinRF, @ChTaubira, @narendramodi]",[],Greenfield,Sat Jul 11 10:31:18 +0000 2015
234,"@Refugees @ukhomeoffice @HarrietHarman @David_Cameron @JustinWelby @Pontifex @USAID
 http://t.co/IleYOm786R just do something @BarackObama","      
  just do something ",[],"[@Refugees, @ukhomeoffice, @HarrietHarman, @David_Cameron, @JustinWelby, @Pontifex, @USAID, @BarackObama]",[http://t.co/IleYOm786R],King George,Sat Jul 11 10:31:16 +0000 2015
235,"From my friends, the person who has been the longest time on Twitter is @BarackObama, I'm in the position 209 of 1816 http://t.co/mz2qIAsyJo",from my friends the person who has been the longest time on twitter is  im in the position 209 of 1816 ,[],[@BarackObama],[http://t.co/mz2qIAsyJo],N Lawrence,Sat Jul 11 10:31:12 +0000 2015
236,"RT @Rajavi4Freedom: ""Gulf states no longer trust US leadership, with good reason"" @BarackObama #nucleartalks http://t.co/NGCvMJxGEx",  gulf states no longer trust us leadership with good reason  nucleartalks ,[#nucleartalks],"[@Rajavi4Freedom, @BarackObama]",[http://t.co/NGCvMJxGEx],Lamont,Sat Jul 11 10:31:10 +0000 2015
237,too turnt 4 my own good . @BarackObama,too turnt 4 my own good  ,[],[@BarackObama],[],بسام ,Sat Jul 11 10:31:10 +0000 2015
238,"&gt; @BarackObama &lt; LOVE PRES.OBAMA
to bring us back
from J.Bush
HELL!!
you must 
vote,Hillary.
She is our only hope..","   love presobama
to bring us back
from jbush
hell
you must 
votehillary
she is our only hope",[],[@BarackObama],[],Bo Cacao,Sat Jul 11 10:31:06 +0000 2015
239,RT @BarackObama: ICYMI: Read why President Obama's plan to update overtime rules is a big deal for middle-class workers. http://t.co/qXJxxc,  icymi read why president obamas plan to update overtime rules is a big deal for middleclass workers ,[],[@BarackObama],[http://t.co/qXJxxc],Cooper City,Sat Jul 11 10:31:05 +0000 2015
240,"RT @BarackObama: ""We've got to make folks feel like their hard work is getting them somewhere."" President Obama #FixOvertime",  weve got to make folks feel like their hard work is getting them somewhere president obama fixovertime,[#FixOvertime],[@BarackObama],[],Columbia Falls,Sat Jul 11 10:31:04 +0000 2015
241,"RT @BarackObama: ""And by the way, our teachers are underpaid."" President Obama",  and by the way our teachers are underpaid president obama,[],[@BarackObama],[],Matinicus,Sat Jul 11 10:31:04 +0000 2015
242,"RT @BarackObama: ""We've added nearly 900,000 new manufacturing jobs."" President Obama",  weve added nearly 900000 new manufacturing jobs president obama,[],[@BarackObama],[],,Sat Jul 11 10:31:03 +0000 2015
243,"RT @BarackObama: ""Today our high school graduation rate is at an all-time high."" President Obama",  today our high school graduation rate is at an alltime high president obama,[],[@BarackObama],[],Essex,Sat Jul 11 10:31:03 +0000 2015
244,"RT @BarackObama: ""We put in place the toughest Wall Street reform in history that's protecting main street from another crisis."" President",  we put in place the toughest wall street reform in history thats protecting main street from another crisis president,[],[@BarackObama],[],Rauville,Sat Jul 11 10:31:01 +0000 2015
245,"RT @BarackObama: ""The uninsured rate in America is now the lowest on record."" President Obama #ACAWorks",  the uninsured rate in america is now the lowest on record president obama acaworks,[#ACAWorks],[@BarackObama],[],Eldon,Sat Jul 11 10:30:59 +0000 2015
246,"RT @BarackObama: ""Not only are more people getting health care, businesses are able to start giving raises to their workers."" President Ob",  not only are more people getting health care businesses are able to start giving raises to their workers president ob,[],[@BarackObama],[],Shared Firm Zip Code,Sat Jul 11 10:30:56 +0000 2015
247,"RT @BarackObama: ""Middle-class economics works."" President Obama",  middleclass economics works president obama,[],[@BarackObama],[],Camp Appalachia,Sat Jul 11 10:30:53 +0000 2015
248,"RT @BarackObama: ""We've been talking about the middle class since before it was cool."" President Obama",  weve been talking about the middle class since before it was cool president obama,[],[@BarackObama],[],San Jose,Sat Jul 11 10:30:50 +0000 2015
249,"RT @BarackObama: ""The bottom line is: Top-down economics doesn't work. Middle-class economics works."" President Obama",  the bottom line is topdown economics doesnt work middleclass economics works president obama,[],[@BarackObama],[],Fort Washington,Sat Jul 11 10:30:50 +0000 2015
250,"RT @BarackObama: ""We need to boost the minimum wage. Give America a raise."" President Obama #RaiseTheWage",  we need to boost the minimum wage give america a raise president obama raisethewage,[#RaiseTheWage],[@BarackObama],[],,Sat Jul 11 10:30:47 +0000 2015
251,"RT @BarackObama: ""Folks forget sometimesunions are what helped bring about the 40-hour work week."" President Obama",  folks forget sometimesunions are what helped bring about the 40hour work week president obama,[],[@BarackObama],[],Baxter,Sat Jul 11 10:30:46 +0000 2015
252,"RT @BarackObama: ""We're stronger together than we are by ourselves."" President Obama",  were stronger together than we are by ourselves president obama,[],[@BarackObama],[],Statesboro,Sat Jul 11 10:30:43 +0000 2015
253,"RT @BarackObama: ""Over the past couple of years, 17 states, almost 30 counties and cities have taken action to raise the minimum wage."" Pr",  over the past couple of years 17 states almost 30 counties and cities have taken action to raise the minimum wage pr,[],[@BarackObama],[],Rutherford,Sat Jul 11 10:30:43 +0000 2015
254,"RT @BarackObama: ""This is an issue of basic fairness: If you work longer and you work harder, you should get paid for it."" President Obama",  this is an issue of basic fairness if you work longer and you work harder you should get paid for it president obama,[],[@BarackObama],[],Iva,Sat Jul 11 10:30:43 +0000 2015
255,"RT @BarackObama: ""In America, a hard day's work deserves a fair day's pay."" President Obama",  in america a hard days work deserves a fair days pay president obama,[],[@BarackObama],[],Pacific Beach,Sat Jul 11 10:30:40 +0000 2015
256,"RT @BarackObama: ""No middle-class family should be priced out of the education that they need."" President Obama",  no middleclass family should be priced out of the education that they need president obama,[],[@BarackObama],[],,Sat Jul 11 10:30:39 +0000 2015
257,"RT @BarackObama: ""When the playing field is level, American workers always win."" President Obama",  when the playing field is level american workers always win president obama,[],[@BarackObama],[],Fort Worth,Sat Jul 11 10:30:30 +0000 2015
258,"RT @BarackObama: ""The last seven yearsshoot, the last seven daysshould remind us there's nothing America cannot do."" President Obama",  the last seven yearsshoot the last seven daysshould remind us theres nothing america cannot do president obama,[],[@BarackObama],[],Los Angeles,Sat Jul 11 10:30:30 +0000 2015
259,"RT @BarackObama: ""If we're walking down that road together, we're going to get there faster."" President Obama",  if were walking down that road together were going to get there faster president obama,[],[@BarackObama],[],,Sat Jul 11 10:30:29 +0000 2015
260,"RT @BarackObama: ""Happy Fourth of July, everybody. God bless you. God bless America."" President Obama",  happy fourth of july everybody god bless you god bless america president obama,[],[@BarackObama],[],,Sat Jul 11 10:30:28 +0000 2015
261,RT @BarackObama: Updating overtime pay rules will benefit nearly five million American workers: http://t.co/9NGcgfGmrj #FixOvertime,  updating overtime pay rules will benefit nearly five million american workers  fixovertime,[#FixOvertime],[@BarackObama],[http://t.co/9NGcgfGmrj],Virginia,Sat Jul 11 10:30:18 +0000 2015
262,RT @BarackObama: Happy Fourth of July. http://t.co/NrN0dpCNIr,  happy fourth of july ,[],[@BarackObama],[http://t.co/NrN0dpCNIr],,Sat Jul 11 10:29:31 +0000 2015
263,"RT @BarackObama: ""From my family to yours, have a safe and happy Fourth of July."" President Obama http://t.co/vM9HOpGgXy",  from my family to yours have a safe and happy fourth of july president obama ,[],[@BarackObama],[http://t.co/vM9HOpGgXy],,Sat Jul 11 10:27:01 +0000 2015
264,"RT @BarackObama: ""Good luck to the U.S. Womens National Team in the World Cup Final!"" President Obama #SheBelieves http://t.co/UlONxdmVjl",  good luck to the us womens national team in the world cup final president obama shebelieves ,[#SheBelieves],[@BarackObama],[http://t.co/UlONxdmVjl],,Sat Jul 11 10:26:36 +0000 2015
265,RT @BarackObama: Because a hard day's work deserves a fair day's pay. http://t.co/IOLCpSls0e,  because a hard days work deserves a fair days pay ,[],[@BarackObama],[http://t.co/IOLCpSls0e],Hyderabad / Kkd,Sat Jul 11 10:26:35 +0000 2015
266,RT @BarackObama: Expanding overtime protections will benefit nearly five million Americans. Show your supportadd your name today: http://t,  expanding overtime protections will benefit nearly five million americans show your supportadd your name today httpt,[],[@BarackObama],[],India,Sat Jul 11 10:25:52 +0000 2015
267,RT @BarackObama: Add your name if you think it's time to #FixOvertime protections for hard-working Americans: http://t.co/YBynYdNqwa,  add your name if you think its time to fixovertime protections for hardworking americans ,[#FixOvertime],[@BarackObama],[http://t.co/YBynYdNqwa],,Sat Jul 11 10:25:44 +0000 2015
268,RT @BarackObama: Add your namebecause a hard day's work deserves a fair day's pay: http://t.co/vX3Cvdk75x #FixOvertime,  add your namebecause a hard days work deserves a fair days pay  fixovertime,[#FixOvertime],[@BarackObama],[http://t.co/vX3Cvdk75x],"Ottawa, Ontario, Canada",Sat Jul 11 10:25:38 +0000 2015
269,RT @BarackObama: Add your name if you think its time to expand overtime protections for hard-working Americans: http://t.co/jJgPL9wETO #Fi,  add your name if you think its time to expand overtime protections for hardworking americans  fi,[#Fi],[@BarackObama],[http://t.co/jJgPL9wETO],ADANA,Sat Jul 11 10:25:04 +0000 2015
270,"RT @BarackObama: Thanks to #Obamacare, women are saving more than a billion dollars in out-of-pocket contraceptive costs. http://t.co/5AOLb",  thanks to obamacare women are saving more than a billion dollars in outofpocket contraceptive costs ,[#Obamacare],[@BarackObama],[http://t.co/5AOLb],j follows~i saw her,Sat Jul 11 10:24:44 +0000 2015
271,RT @BarackObama: Read @VP Biden's thoughts on how marriage equality makes our country a better place: http://t.co/b9WqsoNQWa #LoveIsLove,  read  bidens thoughts on how marriage equality makes our country a better place  loveislove,[#LoveIsLove],"[@BarackObama, @VP]",[http://t.co/b9WqsoNQWa],Hertfordshire...,Sat Jul 11 10:24:44 +0000 2015
272,"@BarackObama 

THAT, TOO!
get tha net, bro.."," 

that too
get tha net bro",[],[@BarackObama],[],"Southsea, Portsmouth",Sat Jul 11 10:24:40 +0000 2015
273,#timehop still a baller @BarackObama  http://t.co/43fgXUR705 http://t.co/OGB0cKwXSY,timehop still a baller    ,[#timehop],[@BarackObama],"[http://t.co/43fgXUR705, http://t.co/OGB0cKwXSY]",SaviourSquad / andru lex nina,Sat Jul 11 10:24:32 +0000 2015
274,@barackobama dat is good, dat is good,[],[@barackobama],[],,Sat Jul 11 10:24:02 +0000 2015
275,@BarackObama One Million of how many acer ?, one million of how many acer ,[],[@BarackObama],[],Nigeria,Sat Jul 11 10:23:10 +0000 2015
276,@mymollydoll - Some understood some did not but I could see through. @FoxNews @BarackObama,  some understood some did not but i could see through  ,[],"[@mymollydoll, @FoxNews, @BarackObama]",[],,Sat Jul 11 10:21:18 +0000 2015
277,RT @EuclideTsakalo: How can we have a single currency with central banks monetizing heterogeneously @BarackObama,  how can we have a single currency with central banks monetizing heterogeneously ,[],"[@EuclideTsakalo, @BarackObama]",[],,Sat Jul 11 10:20:42 +0000 2015
278,RT @Owily_Moses: This event is to welcome @BarackObama home @WillisRaburu @citizentvkenya @LuoFestival  #LuoFestival http://t.co/Br0u3alXiG,  this event is to welcome  home     luofestival ,[#LuoFestival],"[@Owily_Moses, @BarackObama, @WillisRaburu, @citizentvkenya, @LuoFestival]",[http://t.co/Br0u3alXiG],,Sat Jul 11 10:20:09 +0000 2015
279,"RT @NOlelewe: @David_Cameron @BarackObama @Queen_Europe @BBCBreaking Highest level of hypocrisy, UK watering &amp; promoting corruption http://",      highest level of hypocrisy uk watering and promoting corruption http,[],"[@NOlelewe, @David_Cameron, @BarackObama, @Queen_Europe, @BBCBreaking]",[],221B/TARDIS/Hogwarts/Narnia,Sat Jul 11 10:20:03 +0000 2015
280,RT @eCSVA: @LUVofCountry @johnnyreb1864 @GovtsTheProblem  @BarackObama could have been his son. ,       could have been his son ,[],"[@eCSVA, @LUVofCountry, @johnnyreb1864, @GovtsTheProblem, @BarackObama]",[],"Westfield, NJ
",Sat Jul 11 10:19:47 +0000 2015
281,@CHERiCHERi69 the people gotta know! @BarackObama, the people gotta know ,[],"[@CHERiCHERi69, @BarackObama]",[],AS♥♥,Sat Jul 11 10:19:47 +0000 2015
282,@BarackObama please follow this account!tkmc3 qq, please follow this accounttkmc3 qq,[],[@BarackObama],[],,Sat Jul 11 10:19:42 +0000 2015
283,"RT @IranFrontPage: Rice to blame for @BarackObama's change of heart
http://t.co/UdtrJgL3k3
@AmbassadorRice #IranDeal #IranTalksvienna http:","  rice to blame for s change of heart

 irandeal irantalksvienna http","[#IranDeal, #IranTalksvienna]","[@IranFrontPage, @BarackObama, @AmbassadorRice]",[http://t.co/UdtrJgL3k3],Nigeria,Sat Jul 11 10:19:16 +0000 2015
284,The price of a nuclear deal with #Iran will be paid in the blood and suffering of the people of #Syria. || #Obama @BarackObama,the price of a nuclear deal with iran will be paid in the blood and suffering of the people of syria  obama ,"[#Iran, #Syria, #Obama]",[@BarackObama],[],,Sat Jul 11 10:18:36 +0000 2015
285,".@BarackObama, @kerrywashington respond to Confederate flag being taken down: http://t.co/NZvoeaKZM7 http://t.co/tupD5RKJSD",  respond to confederate flag being taken down  ,[],"[@BarackObama, @kerrywashington]","[http://t.co/NZvoeaKZM7, http://t.co/tupD5RKJSD]",,Sat Jul 11 10:18:01 +0000 2015
286,"RT @BarackObama: ""It's been a remarkable few weeks in America."" President Obama",  its been a remarkable few weeks in america president obama,[],[@BarackObama],[],,Sat Jul 11 10:17:28 +0000 2015
287,"@BarackObama As we remember the Bosnian genocide, let us also remember the Biafran genocide where millions of children starved and died", as we remember the bosnian genocide let us also remember the biafran genocide where millions of children starved and died,[],[@BarackObama],[],,Sat Jul 11 10:16:55 +0000 2015
